id,estado
1,0.646769512
2,0.727041311
3,0.6389499
4,0.466748265
5,0.525445081
6,0.495889953
7,0.73686755
8,0.751864443
9,0.732474709
10,0.677475646
11,0.725583738
12,0.511618777
13,0.173548145
14,0.522746042
15,0.192306672
16,0.45086445
17,0.63531843
18,0.439262184
19,0.336559437
20,0.537656784
21,0.433273226
22,0.328385349
23,0.622983286
24,0.687046111
25,0.61693259
26,0.401655095
27,0.397331056
28,0.372998258
29,0.250389743
30,0.655688616
31,0.536870153
32,0.592757375
33,0.262797581
34,0.258426677
35,0.264279183
36,0.600231646
37,0.60653905
38,0.570160191
39,0.417167259
40,0.26281054
41,0.490069992
42,0.505078244
43,0.585219167
44,0.502019641
45,0.555943701
46,0.490197054
47,0.664262366
48,0.751548766
49,0.562180537
50,0.491449436
51,0.494470972
52,0.752216041
53,0.806433046
54,0.496627016
55,0.343388295
56,0.644149837
57,0.905162428
58,0.933417018
59,0.927073967
60,0.923947573
61,0.822722558
62,0.339961299
63,0.339566555
64,0.799836955
65,0.903477433
66,0.877296712
67,0.325643919
68,0.20297286
69,0.878073266
70,0.874110076
71,0.453923144
72,0.195137236
73,0.36433867
74,0.478356844
75,0.503720259
76,0.636550786
77,0.213016648
78,0.406691115
79,0.478560414
80,0.580378609
81,0.403960927
82,0.620878908
83,0.83882753
84,0.722994072
85,0.403257155
86,0.40408241
87,0.726326063
88,0.409119122
89,0.433783262
90,0.824534493
91,0.823929514
92,0.822550583
93,0.824609426
94,0.785274372
95,0.450572907
96,0.533932333
97,0.604576898
98,0.603698367
99,0.535100053
100,0.539380701
101,0.507227928
102,0.631768332
103,0.57631967
104,0.730214952
105,0.504037554
106,0.215445108
107,0.769305762
108,0.529557013
109,0.532145066
110,0.276956486
111,0.663065038
112,0.305611756
113,0.358630417
114,0.694995365
115,0.725456511
116,0.722923616
117,0.351683183
118,0.398203472
119,0.905106669
120,0.741741938
121,0.398983306
122,0.332413083
123,0.68017778
124,0.691272068
125,0.710956156
126,0.653955585
127,0.632986205
128,0.332377578
129,0.434796153
130,0.583888941
131,0.683210152
132,0.431868336
133,0.493625588
134,0.654574957
135,0.657391836
136,0.657579035
137,0.508761027
138,0.504159956
139,0.894393628
140,0.726425999
141,0.727216183
142,0.735353214
143,0.547127859
144,0.509669813
145,0.624922772
146,0.634213253
147,0.630819284
148,0.739383662
149,0.604557203
150,0.61518461
151,0.507503631
152,0.518513328
153,0.888409941
154,0.499214555
155,0.253105311
156,0.771748126
157,0.603565309
158,0.529580979
159,0.73456459
160,0.239531242
161,0.332072672
162,0.723190237
163,0.735814299
164,0.570696176
165,0.213732807
166,0.321356022
167,0.611894298
168,0.655354434
169,0.816933376
170,0.611845276
171,0.339204338
172,0.284488313
173,0.814282466
174,0.510264464
175,0.299589005
176,0.426019433
177,0.53016472
178,0.439575345
179,0.387868305
180,0.589186584
181,0.605140078
182,0.699074384
183,0.435339262
184,0.379700213
185,0.396703291
186,0.813164646
187,0.398184038
188,0.46211961
189,0.694076891
190,0.70880558
191,0.470318058
192,0.524868973
193,0.701712191
194,0.577558899
195,0.522225445
196,0.723155013
197,0.68495574
198,0.571340749
199,0.411495027
200,0.700121602
201,0.554984517
202,0.526599812
203,0.400228762
204,0.413014469
205,0.712184934
206,0.727886841
207,0.799373463
208,0.415919905
209,0.514941464
210,0.547491507
211,0.56375696
212,0.51962666
213,0.468208934
214,0.625995683
215,0.617871006
216,0.635951601
217,0.686662338
218,0.70936034
219,0.479863258
220,0.352103644
221,0.674270811
222,0.674232841
223,0.675140011
224,0.678871741
225,0.678784015
226,0.675909229
227,0.689390357
228,0.360136002
229,0.418954884
230,0.703429923
231,0.712661674
232,0.447906544
233,0.433960959
234,0.750982971
235,0.771941542
236,0.783737159
237,0.472323462
238,0.537707156
239,0.926114289
240,0.762258343
241,0.587638925
242,0.538569478
243,0.699572794
244,0.582301774
245,0.539029253
246,0.744786117
247,0.72513755
248,0.845354455
249,0.586968509
250,0.502036532
251,0.592504385
252,0.595067931
253,0.620010844
254,0.586634683
255,0.504556468
256,0.431759194
257,0.622450364
258,0.621044455
259,0.700809377
260,0.804764601
261,0.54194103
262,0.321085634
263,0.421918109
264,0.671370128
265,0.720637172
266,0.716410133
267,0.426947625
268,0.412834673
269,0.65085655
270,0.694383244
271,0.730872606
272,0.41606047
273,0.215192914
274,0.733276198
275,0.668523997
276,0.694437288
277,0.377590611
278,0.208707191
279,0.233322327
280,0.805680712
281,0.23418516
282,0.344672055
283,0.487190617
284,0.345745357
285,0.447753347
286,0.679195769
287,0.677981473
288,0.770593283
289,0.455083245
290,0.55592884
291,0.605821917
292,0.556132728
293,0.750375975
294,0.756969714
295,0.75311274
296,0.861333736
297,0.776699141
298,0.601638263
299,0.474814826
300,0.654448964
301,0.519946849
302,0.473865581
303,0.44397128
304,0.633887442
305,0.63345578
306,0.637794002
307,0.641593513
308,0.544608865
309,0.448768355
310,0.537612511
311,0.590265941
312,0.581787284
313,0.557657809
314,0.601837826
315,0.587509323
316,0.596791135
317,0.498746339
318,0.458222281
319,0.535858287
320,0.644069749
321,0.588026437
322,0.465148054
323,0.46906883
324,0.693960416
325,0.465732338
326,0.284097617
327,0.273178446
328,0.596883847
329,0.640870032
330,0.710453194
331,0.71638135
332,0.759707416
333,0.578673553
334,0.321603739
335,0.320639016
336,0.373546627
337,0.505894829
338,0.860739664
339,0.926981066
340,0.362423872
341,0.43836567
342,0.442143318
343,0.488078966
344,0.455489223
345,0.437672627
346,0.437151012
347,0.437810846
348,0.470482081
349,0.589824869
350,0.471633251
351,0.440893486
352,0.423495561
353,0.512787697
354,0.508662144
355,0.429656362
356,0.410294736
357,0.373520818
358,0.406715015
359,0.462185522
360,0.43341261
361,0.695332588
362,0.545837701
363,0.461739212
364,0.556856372
365,0.555711538
366,0.684274024
367,0.605363065
368,0.557218659
369,0.552189904
370,0.771094283
371,0.727213311
372,0.868592444
373,0.650611591
