Id,Estado
1,6.12E-05
2,4.69E-05
3,0.000336917
4,0.992539704
5,0.300936639
6,0.015605446
7,0.000110596
8,5.49E-05
9,0.000421584
10,0.001323931
11,2.61E-05
12,0.843290091
13,0.969248354
14,0.053715903
15,0.968457103
16,0.957170725
17,0.001762823
18,0.957221448
19,0.99549222
20,0.061537709
21,0.992776632
22,0.995516121
23,0.000117344
24,0.001326461
25,6.98E-05
26,0.992733121
27,0.996250689
28,0.998523891
29,0.990940571
30,0.008511343
31,0.00051059
32,0.008326245
33,0.980140626
34,0.981014967
35,0.98668021
36,0.000945779
37,0.001013832
38,8.65E-05
39,0.012328277
40,0.97699827
41,0.70241791
42,0.693661392
43,0.012677501
44,0.145800814
45,0.668917358
46,0.591202974
47,0.001129334
48,0.000183203
49,0.416574776
50,0.740103066
51,0.968608499
52,1.01E-05
53,4.20E-05
54,0.972138584
55,0.995589495
56,0.956108153
57,0.000146894
58,0.000148154
59,0.000139186
60,0.000142769
61,0.000124007
62,0.990774453
63,0.994590878
64,9.26E-05
65,0.000143202
66,0.000133451
67,0.991910994
68,0.986860931
69,4.77E-05
70,3.42E-05
71,9.96E-05
72,0.866427243
73,0.221705616
74,0.901173532
75,0.00895962
76,0.840721965
77,0.989493608
78,0.938160181
79,3.49E-05
80,0.190530613
81,0.975279689
82,0.013214151
83,5.08E-06
84,0.000267507
85,0.958458841
86,0.953764617
87,3.49E-06
88,0.93099916
89,0.89077127
90,7.07E-05
91,7.07E-05
92,7.08E-05
93,7.07E-05
94,0.002499975
95,0.90930748
96,0.832112432
97,0.020383636
98,0.004979807
99,0.017155061
100,0.809813023
101,0.989658415
102,0.870187342
103,0.369884074
104,0.384074837
105,0.993118882
106,0.990188301
107,0.004218744
108,0.134206936
109,0.994240522
110,0.99442637
111,0.009120013
112,0.978776872
113,0.98491168
114,0.282576501
115,0.000195686
116,0.005743887
117,0.947598457
118,0.987112105
119,4.07E-05
120,0.004656612
121,0.919293642
122,0.984486401
123,0.004113832
124,0.003675211
125,0.001599812
126,0.002605971
127,0.083354488
128,0.978548944
129,0.949349165
130,0.102760978
131,0.031715862
132,0.847717404
133,0.920943499
134,0.000774063
135,0.000331355
136,0.000328917
137,0.571397722
138,0.987276375
139,2.15E-06
140,3.71E-05
141,3.54E-05
142,2.36E-05
143,0.895521343
144,0.979189515
145,0.886540711
146,0.002694492
147,0.001411659
148,0.000370598
149,0.001686352
150,0.000350476
151,0.997796297
152,0.871505916
153,0.00084047
154,0.898248374
155,0.992076516
156,0.000148646
157,0.002615534
158,0.127317533
159,0.053935453
160,0.99066925
161,0.995393038
162,0.000168993
163,0.000141572
164,0.0021152
165,0.998111367
166,0.98064971
167,0.000141465
168,0.000233794
169,0.001164265
170,0.02431415
171,0.986664534
172,0.983774424
173,0.000859997
174,0.037756745
