Id,estado
1,0.000207422
2,0.000626926
3,0.002127481
4,0.999875102
5,0.751216631
6,0.764290462
7,6.51E-07
8,4.69E-09
9,4.96E-11
10,3.95E-06
11,1.71E-09
12,0.8773123
13,0.999998028
14,0.035456553
15,0.999991621
16,0.975285719
17,0.0011528
18,0.999703715
19,0.999867292
20,0.000892011
21,0.991221776
22,0.999904101
23,3.35E-06
24,2.61E-06
25,2.57E-05
26,0.994663476
27,0.995815481
28,0.999002593
29,0.99989729
30,6.19E-05
31,0.000197133
32,0.000495797
33,0.996011849
34,0.999717192
35,0.999851254
36,2.48E-05
37,2.34E-05
38,2.85E-05
39,0.009321961
40,0.999830315
41,0.974042627
42,0.922967994
43,0.022019356
44,0.149768141
45,0.223331972
46,0.968551731
47,7.34E-05
48,2.91E-10
49,0.030128165
50,0.967249991
51,0.948708793
52,7.18E-10
53,1.30E-10
54,0.94851816
55,0.998438376
56,1.34E-05
57,1.32E-14
58,3.45E-14
59,1.07E-14
60,1.12E-14
61,1.12E-12
62,0.998572013
63,0.998977093
64,5.09E-14
65,2.62E-14
66,9.44E-15
67,0.997850232
68,0.999235067
69,2.65E-16
70,1.65E-16
71,7.20E-05
72,0.999810642
73,5.92E-07
74,0.001533629
75,0.02481542
76,5.07E-11
77,0.999685634
78,0.997742785
79,4.55E-05
80,1.45E-05
81,0.998128675
82,0.000519803
83,2.37E-15
84,1.82E-10
85,0.997933532
86,0.999219069
87,1.85E-08
88,0.998686977
89,0.998947939
90,9.82E-12
91,1.30E-11
92,1.28E-11
93,7.68E-12
94,7.33E-10
95,0.999288708
96,0.930327766
97,0.059057342
98,0.058650657
99,0.292873279
100,0.906656671
101,0.945164926
102,0.001134659
103,0.004950378
104,8.54E-05
105,0.940183217
106,0.999995093
107,1.83E-13
108,5.86E-07
109,0.991045685
110,0.999116135
111,5.70E-09
112,0.99393994
113,0.999451621
114,1.64E-08
115,5.63E-10
116,4.35E-08
117,0.99899693
118,0.999870306
119,2.64E-18
120,5.78E-08
121,0.999844855
122,0.99999976
123,5.76E-07
124,4.98E-08
125,1.08E-06
126,5.57E-05
127,0.00020735
128,0.999999717
129,0.998791248
130,6.85E-05
131,2.70E-06
132,0.998906013
133,0.998227089
134,0.00087335
135,0.000541948
136,0.001279114
137,0.995572136
138,0.999530003
139,1.22E-13
140,2.83E-07
141,2.71E-07
142,4.16E-07
143,0.984607449
144,0.958650708
145,0.014147969
146,0.001778968
147,0.001450643
148,0.000149631
149,1.52E-05
150,0.318328119
151,0.972858546
152,0.596499698
153,1.75E-14
154,0.75795939
155,0.999852296
156,2.37E-14
157,1.96E-09
158,0.379179843
159,8.88E-15
