Id,estado
1,0.780183852
2,0.651796937
3,0.691687942
4,0.64611876
5,0.535056353
6,0.715744436
7,0.713675916
8,0.690429628
9,0.703049541
10,0.750101447
11,0.676310182
12,0.590178251
13,0.568505645
14,0.697926342
15,0.568505645
16,0.717284918
17,0.724730551
18,0.724730551
19,0.63480866
20,0.746361971
21,0.746361971
22,0.653241813
23,0.711613715
24,0.804843009
25,0.711613715
26,0.738498867
27,0.739444315
28,0.738498867
29,0.525809586
30,0.697926342
31,0.704260767
32,0.711010456
33,0.643698871
34,0.530697703
35,0.525809586
36,0.708070397
37,0.708070397
38,0.713675916
39,0.695658863
40,0.530697703
41,0.651796937
42,0.651796937
43,0.651796937
44,0.651796937
45,0.651796937
46,0.651796937
47,0.711553991
48,0.651796937
49,0.651796937
50,0.700537443
51,0.698450387
52,0.655041158
53,0.754308403
54,0.69844687
55,0.741126359
56,0.741126359
57,0.711712003
58,0.731604457
59,0.741670251
60,0.741670251
61,0.711712003
62,0.644561172
63,0.644561172
64,0.749849319
65,0.750775218
66,0.773025632
67,0.651342571
68,0.667685449
69,0.739124179
70,0.739124179
71,0.734833956
72,0.667685449
73,0.63902241
74,0.77865988
75,0.750445843
76,0.667685449
77,0.667685449
78,0.715920389
79,0.767739892
80,0.660421014
81,0.711010754
82,0.675311029
83,0.760370314
84,0.811044872
85,0.715920389
86,0.712650061
87,0.723368645
88,0.718326628
89,0.751380444
90,0.73473525
91,0.75548166
92,0.73473525
93,0.73473525
94,0.754698873
95,0.752912223
96,0.727384448
97,0.727384448
98,0.727384448
99,0.737130404
100,0.727384448
101,0.745509624
102,0.621917248
103,0.650286317
104,0.620354533
105,0.749194264
106,0.720773697
107,0.74357295
108,0.660110354
109,0.741369247
110,0.72136873
111,0.734833956
112,0.72136873
113,0.794541717
114,0.777839541
115,0.74528414
116,0.739036977
117,0.727228284
118,0.716768563
119,0.786001027
120,0.760463119
121,0.709087312
122,0.736084223
123,0.774570525
124,0.761553645
125,0.720079899
126,0.792081714
127,0.755016387
128,0.688850641
129,0.658131957
130,0.701232076
131,0.748697042
132,0.693554938
133,0.72473073
134,0.73473525
135,0.73473525
136,0.73473525
137,0.729675233
138,0.645516336
139,0.705249012
140,0.773208857
141,0.773208857
142,0.773208857
143,0.694060087
144,0.651796937
145,0.651796937
146,0.711553991
147,0.651797414
148,0.711553991
149,0.798040688
150,0.651796937
151,0.651796937
152,0.70121026
153,0.754088998
154,0.685336828
155,0.687552392
156,0.744183719
157,0.751297653
158,0.76574713
159,0.734833956
160,0.673521817
161,0.747960985
162,0.788295746
163,0.778688312
164,0.750101447
165,0.694168031
166,0.731307566
167,0.750101447
168,0.762825906
169,0.780775309
170,0.766512096
171,0.731307566
172,0.615811408
173,0.762825906
174,0.734833956
175,0.608859718
176,0.62708205
177,0.704561114
178,0.62708205
179,0.587096155
180,0.795597792
181,0.782465756
182,0.74483335
183,0.66789341
184,0.640772879
185,0.573943615
186,0.753328264
187,0.575712621
188,0.709130704
189,0.752581894
190,0.752581894
191,0.709130704
192,0.678969145
193,0.741920292
194,0.699934721
195,0.678969264
196,0.762304544
197,0.707389057
198,0.702035487
199,0.73550117
200,0.748697042
201,0.768891394
202,0.767525315
203,0.686654806
204,0.62706852
205,0.748697042
206,0.767739892
207,0.756144345
208,0.698450923
209,0.651796937
210,0.651796937
211,0.711553991
212,0.651796937
213,0.70121026
214,0.66653347
215,0.66653347
216,0.70121026
217,0.743813574
218,0.719717979
219,0.70121026
220,0.761816502
221,0.699790061
222,0.734188199
223,0.782224178
224,0.777178466
225,0.777156591
226,0.777156591
227,0.782224178
228,0.76181674
229,0.751380444
230,0.752912223
231,0.751380444
232,0.751380444
233,0.74483335
234,0.751012862
235,0.75548166
236,0.75548166
237,0.751380444
238,0.678969264
239,0.712409556
240,0.702035487
241,0.731899261
242,0.685369253
243,0.783682942
244,0.731899261
245,0.688519716
246,0.762304544
247,0.762304544
248,0.762304544
249,0.699934721
250,0.651796937
251,0.651796937
252,0.651796937
253,0.651796937
254,0.711553991
255,0.700536728
256,0.765782595
257,0.675137877
258,0.691206515
259,0.700537443
260,0.727217138
261,0.719574988
262,0.68330735
263,0.701307952
264,0.743837118
265,0.751751184
266,0.673562229
267,0.694168031
268,0.686654806
269,0.705992222
270,0.66103667
271,0.697099149
272,0.6899876
273,0.695778131
274,0.686654806
275,0.708509266
276,0.742373765
277,0.74789089
278,0.695778131
279,0.667685449
280,0.771097302
281,0.673638225
282,0.769575298
283,0.799323559
284,0.76181674
285,0.751380444
286,0.751380444
287,0.752581894
288,0.751380444
289,0.751380444
290,0.649644136
291,0.702035487
292,0.678963661
293,0.762304544
294,0.762304544
295,0.762304544
296,0.801757216
297,0.762304544
298,0.702035487
299,0.729608834
300,0.729675233
301,0.729675233
302,0.729675233
303,0.691995919
304,0.66867286
305,0.691995084
306,0.694028616
307,0.694028676
308,0.700537443
309,0.691995919
310,0.671444714
311,0.651796937
312,0.651796937
313,0.651796937
314,0.651796937
315,0.651796937
316,0.651796937
317,0.700537324
318,0.68330735
319,0.666310191
320,0.733609438
321,0.755296469
322,0.720518291
323,0.757006645
324,0.616795599
325,0.698450387
326,0.718873382
327,0.703753352
328,0.684901059
329,0.728278935
330,0.715232253
331,0.670933425
332,0.704556763
333,0.702507794
334,0.680168152
335,0.680168152
336,0.766087115
337,0.710654378
338,0.634008765
339,0.674025059
340,0.74529469
341,0.551536858
342,0.574132085
343,0.668624103
344,0.654500842
345,0.551536858
346,0.558348715
347,0.551536858
348,0.551536858
349,0.657397807
350,0.551536858
351,0.551536858
352,0.595549583
353,0.663578331
354,0.589027047
355,0.613734484
356,0.618852377
357,0.616317093
358,0.694790184
359,0.751380444
360,0.74483335
361,0.751380444
362,0.751380444
363,0.751380444
364,0.688519657
365,0.678969204
366,0.702036202
367,0.72872746
368,0.688519657
369,0.688519716
370,0.656945527
371,0.702035487
372,0.765247703
373,0.653635502
374,0.652083158
375,0.68330735
376,0.68330735
377,0.691981792
378,0.691995919
379,0.715750337
380,0.58517611
381,0.586259246
382,0.700537443
383,0.700537443
384,0.700537443
385,0.633565247
386,0.666288674
387,0.666443765
388,0.666288674
389,0.616795599
390,0.653187513
391,0.586872995
392,0.586872995
393,0.66705519
394,0.737367213
395,0.774546981
396,0.586872995
397,0.679409444
398,0.740091383
399,0.756688952
400,0.672532976
401,0.711668074
402,0.729569137
403,0.754937589
404,0.73093468
405,0.72136873
406,0.72136873
407,0.73920548
408,0.692017853
409,0.769700348
410,0.73920548
411,0.729536235
412,0.743773401
413,0.728475988
414,0.729536235
415,0.590470493
416,0.755775571
417,0.755775571
418,0.751685023
419,0.718351424
420,0.773611605
421,0.543607295
422,0.609958827
423,0.77573204
424,0.792130053
425,0.796311021
426,0.718116403
427,0.762262166
428,0.635494709
429,0.765556812
430,0.738675714
431,0.679137588
432,0.674021363
433,0.793549716
434,0.654989719
435,0.68848449
436,0.751380444
437,0.72872746
438,0.783682942
439,0.731899261
440,0.702035487
441,0.72872746
442,0.731899261
443,0.689653456
444,0.783185244
445,0.731899142
446,0.554975748
447,0.509950042
448,0.586872995
449,0.586872995
450,0.586872995
451,0.582500756
452,0.586872995
453,0.708392143
454,0.651796937
455,0.700537443
456,0.700537443
457,0.694028676
458,0.585176229
459,0.651796937
460,0.651796937
461,0.618885219
462,0.650286317
463,0.554975748
464,0.554975748
465,0.573346138
466,0.650849819
467,0.619797409
468,0.516868412
469,0.509949982
470,0.559363604
471,0.574890971
472,0.536580443
473,0.554975748
474,0.554526985
475,0.559432328
476,0.693555057
477,0.681219518
478,0.554526985
479,0.606374621
480,0.654562891
481,0.711390734
482,0.674221039
483,0.674472451
484,0.595274806
485,0.751507103
486,0.719596505
487,0.719596207
488,0.618852258
489,0.581727862
490,0.699309409
491,0.687434971
492,0.663781464
493,0.753705382
494,0.717242301
495,0.688349068
496,0.720441401
497,0.678466082
498,0.688349068
499,0.710732996
500,0.678466082
501,0.724135697
502,0.752581894
503,0.752581894
504,0.752581894
505,0.752581894
506,0.701307952
507,0.688519657
508,0.786754906
509,0.731899261
510,0.688519657
511,0.543009639
512,0.705070734
513,0.727384448
514,0.683308482
515,0.688349068
516,0.70453018
517,0.726017833
518,0.694028676
519,0.666288674
520,0.643708646
521,0.643708646
522,0.69576329
523,0.537769258
524,0.62517333
525,0.742107272
526,0.62517333
527,0.683014095
528,0.752622843
529,0.789641798
530,0.793534338
531,0.70428288
532,0.669592559
533,0.762487471
534,0.762487173
535,0.735706985
536,0.736652493
537,0.748208582
538,0.721742809
539,0.685472846
540,0.742451251
541,0.750815511
542,0.654989719
543,0.654989719
544,0.758526564
545,0.699934721
546,0.73142755
547,0.708460748
548,0.689299524
549,0.725824893
550,0.736060202
551,0.633565247
552,0.692368686
553,0.725824893
554,0.725824893
555,0.744914949
556,0.744914949
557,0.744914949
558,0.690290213
559,0.697334647
560,0.626551509
561,0.631263793
562,0.698412657
563,0.759367943
564,0.670505881
565,0.582240164
566,0.595997691
567,0.590693653
568,0.693877459
569,0.58128804
570,0.621064365
571,0.63550359
572,0.739420891
573,0.631263793
574,0.666695058
575,0.740659058
576,0.671879411
577,0.682509899
578,0.62517333
579,0.676132023
580,0.743647218
581,0.783086121
582,0.743647218
583,0.62517333
584,0.62517333
585,0.693397999
586,0.693398178
587,0.788105786
588,0.731899261
